# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct  3 16:09:55 2025
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN k2_name:        K2 ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN disposition:    Archive Disposition
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandeperr1: Transit Depth Upper Unc. [%]
# COLUMN pl_trandeperr2: Transit Depth Lower Unc. [%]
# COLUMN pl_trandeplim:  Transit Depth Limit Flag
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [hours]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [hours]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_ratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN pl_ratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN pl_ratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
#
loc_rowid,pl_name,hostname,k2_name,default_flag,disposition,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_dens,st_denserr1,st_denserr2,st_denslim
3322,K2-373 b,K2-373,K2-373 b,0,CONFIRMED,11.02130000000,0.00110000000,-0.00120000000,0,,,,,2.25000000,0.27000000,-0.31000000,0,,,,,,,,,0.02020000,0.00100000,-0.00110000,0,4.3200000,0.1440000,-0.1920000,0,0.01371000,0.00076000,-0.00175000,0,,,,,1.507000,0.162000,-0.072000,0,,,,,,,,,,,,,,,,
3323,K2-373 b,K2-373,K2-373 b,1,CONFIRMED,11.02066000000,0.00143100000,-0.00136800000,0,,,,,2.06100000,0.14700000,-0.14000000,0,,,,,,,,,,,,,,,,,0.01270000,0.00100000,-0.00100000,0,6138.00,138.00,-138.00,0,1.486000,0.083000,-0.079000,0,1.158000,0.499000,-0.349000,0,,,,,4.156000,0.150000,-0.150000,0,,,,
3324,K2-374 b,K2-374,K2-374 b,0,CONFIRMED,4.52195300000,0.00032000000,-0.00040900000,0,,,,,1.59300000,0.06100000,-0.05800000,0,,,,,,,,,,,,,3.0000000,,,0,0.01610000,0.00100000,-0.00100000,0,5789.00,21.00,-21.00,0,0.907000,0.018000,-0.017000,0,0.731000,0.067000,-0.061000,0,,,,,4.386000,0.035000,-0.035000,0,,,,
3325,K2-374 b,K2-374,K2-374 b,1,CONFIRMED,4.52195300000,0.00032000000,-0.00040900000,0,,,,,1.59300000,0.06100000,-0.05800000,0,,,,,,,,,,,,,,,,,0.01610000,0.00100000,-0.00100000,0,5789.00,21.00,-21.00,0,0.907000,0.018000,-0.017000,0,0.731000,0.067000,-0.061000,0,,,,,4.386000,0.035000,-0.035000,0,,,,
3326,K2-374 c,K2-374,K2-374 c,0,CONFIRMED,16.43445000000,0.00237800000,-0.00270200000,0,,,,,2.21300000,0.09100000,-0.08600000,0,,,,,,,,,,,,,3.6000000,,,0,0.02230000,0.00100000,-0.00100000,0,5789.00,21.00,-21.00,0,0.907000,0.018000,-0.017000,0,0.731000,0.067000,-0.061000,0,,,,,4.386000,0.035000,-0.035000,0,,,,
3327,K2-374 c,K2-374,K2-374 c,1,CONFIRMED,16.43445000000,0.00237800000,-0.00270200000,0,,,,,2.21300000,0.09100000,-0.08600000,0,,,,,,,,,,,,,,,,,0.02230000,0.00100000,-0.00100000,0,5789.00,21.00,-21.00,0,0.907000,0.018000,-0.017000,0,0.731000,0.067000,-0.061000,0,,,,,4.386000,0.035000,-0.035000,0,,,,
3328,K2-375 b,K2-375,K2-375 b,0,CONFIRMED,14.45840000000,0.00320000000,-0.00300000000,0,,,,,2.84000000,0.17000000,-0.37000000,0,,,,,,,,,0.02980000,0.00170000,-0.00180000,0,6.7920000,0.2880000,-0.3600000,0,0.01676000,0.00098000,-0.00219000,0,,,,,1.551000,0.022000,-0.022000,0,,,,,,,,,,,,,,,,
3329,K2-375 b,K2-375,K2-375 b,0,CONFIRMED,14.46056300000,0.00366300000,-0.00469400000,0,,,,,1.75532562,0.30670748,-0.19116609,0,,,,,,,,,,,,,,,,,0.01510400,0.00167800,-0.00109400,0,5838.00,50.00,-50.00,0,1.065474,0.143717,-0.086666,0,,,,,,,,,4.320000,0.100000,-0.100000,0,,,,
3330,K2-375 b,K2-375,K2-375 b,0,CONFIRMED,14.44300000000,,,0,,,,,,,,,,,,,,,,,0.02450000,,,0,6.0350400,,,0,0.01565100,,,0,5826.08,108.26,-128.14,0,1.548930,0.069757,-0.101469,0,1.050000,0.150346,-0.115197,0,0.39626,0.02775,-0.03162,0,4.079200,0.088757,-0.077105,0,0.398349,0.113494,-0.070294,0
3331,K2-375 b,K2-375,K2-375 b,1,CONFIRMED,14.45389500000,0.00477300000,-0.00417500000,0,,,,,2.24300000,0.18600000,-0.17400000,0,,,,,,,,,,,,,,,,,0.01330000,0.00100000,-0.00100000,0,5822.00,138.00,-138.00,0,1.543000,0.104000,-0.095000,0,1.119000,0.492000,-0.344000,0,,,,,4.107000,0.150000,-0.150000,0,,,,
3332,K2-376 b,K2-376,K2-376 b,0,CONFIRMED,5.77647500000,0.00026100000,-0.00023700000,0,,,,,1.73600000,0.12500000,-0.11900000,0,,,,,,,,,,,,,2.1000000,,,0,0.01380000,0.00100000,-0.00100000,0,5937.00,138.00,-138.00,0,1.149000,0.067000,-0.062000,0,0.908000,0.394000,-0.281000,0,,,,,4.275000,0.150000,-0.150000,0,,,,
3333,K2-376 b,K2-376,K2-376 b,1,CONFIRMED,5.77647500000,0.00026100000,-0.00023700000,0,,,,,1.73600000,0.12500000,-0.11900000,0,,,,,,,,,,,,,,,,,0.01380000,0.00100000,-0.00100000,0,5937.00,138.00,-138.00,0,1.149000,0.067000,-0.062000,0,0.908000,0.394000,-0.281000,0,,,,,4.275000,0.150000,-0.150000,0,,,,
3334,K2-377 b,K2-377,K2-377 b,1,CONFIRMED,12.83223500000,0.00155400000,-0.00161600000,0,,,,,1.69300000,0.14600000,-0.13200000,0,,,,,,,,,,,,,,,,,0.02240000,0.00100000,-0.00100000,0,4200.00,138.00,-138.00,0,0.691000,0.053000,-0.049000,0,0.821000,0.371000,-0.258000,0,,,,,4.673000,0.150000,-0.150000,0,,,,
3335,K2-377 b,K2-377,K2-377 b,0,CONFIRMED,12.83306000000,0.00097000000,-0.00099000000,0,,,,,1.82000000,0.17000000,-0.38000000,0,,,,,,,,,0.07540000,0.00390000,-0.00400000,0,3.4080000,0.1920000,-0.2400000,0,0.02560000,0.00220000,-0.00520000,0,,,,,0.649000,0.022000,-0.040000,0,,,,,,,,,,,,,,,,
3336,K2-377 b,K2-377,K2-377 b,0,CONFIRMED,12.83724862000,,,0,,,,,,,,,,,,,,,,,0.05400000,0.01100000,-0.01100000,0,3.9440000,0.4960000,-0.4960000,0,,,,,4314.00,110.51,-145.85,0,0.697984,0.075002,-0.051806,0,0.674000,0.082055,-0.081978,0,-0.81809,0.03266,-0.02490,0,4.579040,0.109550,-0.113170,0,2.794403,0.922246,-0.922334,0
3337,K2-378 b,K2-378,K2-378 b,1,CONFIRMED,2.06043800000,0.00011800000,-0.00007400000,0,,,,,2.88000000,0.27000000,-0.23000000,0,,,,,,,,,,,,,,,,,0.03600000,0.00200000,-0.00100000,0,4823.00,138.00,-138.00,0,0.732000,0.058000,-0.052000,0,0.923000,0.425000,-0.291000,0,,,,,4.674000,0.150000,-0.150000,0,,,,
3338,K2-378 b,K2-378,K2-378 b,0,CONFIRMED,2.06000000000,,,0,,,,,,,,,,,,,,,,,0.13440000,,,0,1.3780800,,,0,0.03665800,,,0,4854.00,122.00,-122.00,0,0.736421,,,0,0.790000,,,0,-0.56665,,,0,4.601440,,,0,2.788777,,,0
3339,K2-378 b,K2-378,K2-378 b,0,CONFIRMED,2.06036800000,0.00007600000,-0.00006800000,0,,,,,3.16000000,0.21000000,-0.33000000,0,,,,,,,,,0.16970000,0.00770000,-0.00810000,0,1.4904000,0.0720000,-0.0960000,0,0.03980000,0.00210000,-0.00350000,0,,,,,0.727000,0.031000,-0.041000,0,,,,,,,,,,,,,,,,
3340,K2-379 b,K2-379,K2-379 b,1,CONFIRMED,8.77724700000,0.00062500000,-0.00061100000,0,,,,,2.18100000,0.36300000,-0.19800000,0,,,,,,,,,,,,,,,,,0.02660000,0.00400000,-0.00100000,0,4603.00,138.00,-138.00,0,0.751000,0.056000,-0.052000,0,0.856000,0.375000,-0.265000,0,,,,,4.615000,0.150000,-0.150000,0,,,,
3341,K2-379 b,K2-379,K2-379 b,0,CONFIRMED,8.77830000000,0.00042000000,-0.00047000000,0,,,,,2.27000000,0.31000000,-0.61000000,0,,,,,,,,,0.09340000,0.00340000,-0.00330000,0,2.9040000,0.1920000,-0.3120000,0,0.03010000,0.00400000,-0.00780000,0,,,,,0.690000,0.028000,-0.045000,0,,,,,,,,,,,,,,,,
3342,K2-38 b,K2-38,K2-38 b,1,CONFIRMED,4.01593000000,0.00050000000,-0.00050000000,0,0.0499400000,0.0004800000,-0.0004900000,0,1.54000000,0.14000000,-0.14000000,0,426.0000,67.0000,-60.0000,0,1266.00,44.00,-50.00,0,,,,,,,,,0.01330000,0.00071000,-0.00076000,0,5731.00,66.00,-66.00,0,1.060000,0.090000,-0.060000,0,1.030000,0.040000,-0.020000,0,0.03743,0.05600,-0.06430,0,4.380000,0.110000,-0.110000,0,,,,
3343,K2-38 b,K2-38,K2-38 b,0,CONFIRMED,4.01593000000,0.00050000000,-0.00050000000,0,0.0503000000,0.0011000000,-0.0011000000,0,1.65500000,0.09600000,-0.09600000,0,490.0000,35.0000,-35.0000,0,1310.00,22.00,-22.00,0,,,,,,,,,,,,,5705.00,66.00,-66.00,0,1.141000,0.012000,-0.012000,0,1.054000,0.070000,-0.063000,0,,,,,,,,,,,,
3344,K2-38 b,K2-38,K2-38 b,0,CONFIRMED,4.01593000000,0.00050000000,-0.00050000000,0,,,,,1.90553000,0.33627000,-0.33627000,0,,,,,,,,,0.01600000,0.00220000,-0.00220000,0,,,,,,,,,5757.00,60.00,-60.00,0,1.380000,0.210000,-0.210000,0,2.240000,1.670000,-1.670000,0,,,,,4.350000,0.080000,-0.080000,0,1.210000,0.700000,-0.700000,0
3345,K2-38 b,K2-38,K2-38 b,0,CONFIRMED,4.01628000000,0.00044000000,-0.00044000000,0,0.0507300000,0.0006300000,-0.0006300000,0,1.64000000,0.19000000,-0.19000000,0,480.0000,92.0000,-92.0000,0,,,,,,,,,2.7400000,0.1300000,-0.1300000,0,0.01329000,0.00099000,-0.00099000,0,5758.00,92.00,-92.00,0,1.120000,0.100000,-0.100000,0,1.080000,0.040000,-0.040000,0,,,,,4.364000,0.074000,-0.074000,0,,,,
3346,K2-38 b,K2-38,K2-38 b,0,CONFIRMED,4.01663000000,0.00023000000,-0.00023000000,0,,,,,1.96000000,0.19000000,-0.62000000,0,,,,,,,,,0.02607000,0.00095000,-0.00094000,0,3.1920000,0.1440000,-0.2400000,0,0.01450000,0.00130000,-0.00450000,0,,,,,1.241000,0.038000,-0.060000,0,,,,,,,,,,,,,,,,
3347,K2-38 b,K2-38,K2-38 b,0,CONFIRMED,4.01668000000,0.00032000000,-0.00032000000,0,,,,,1.55000000,0.11000000,-0.05000000,0,500.0000,100.0000,-100.0000,0,1189.00,67.00,-69.00,0,,,,,,,,,,,,,5679.00,100.00,-100.00,0,0.924000,0.036000,-0.036000,0,1.040000,0.050000,-0.050000,0,,,,,4.320000,0.083000,-0.083000,0,,,,
3348,K2-38 b,K2-38,K2-38 b,0,CONFIRMED,4.01593000000,0.00050000000,-0.00050000000,0,0.0506000000,0.0008000000,-0.0008000000,0,1.55000000,0.16000000,-0.16000000,0,465.9000,80.1000,-80.1000,0,1184.00,51.00,-51.00,0,,,,,2.8610000,0.2200000,-0.2200000,0,0.01281000,0.00105000,-0.00064000,0,5757.00,60.00,-60.00,0,1.100000,0.090000,-0.090000,0,1.070000,0.050000,-0.050000,0,,,,,4.350000,0.080000,-0.080000,0,,,,
3349,K2-38 c,K2-38,K2-38 c,1,CONFIRMED,10.56103000000,0.00090000000,-0.00090000000,0,0.0951400000,0.0009100000,-0.0009400000,0,2.29000000,0.26000000,-0.26000000,0,117.0000,18.0000,-16.0000,0,916.00,32.00,-37.00,0,,,,,,,,,0.02000000,0.00170000,-0.00180000,0,5731.00,66.00,-66.00,0,1.060000,0.090000,-0.060000,0,1.030000,0.040000,-0.020000,0,0.03743,0.05600,-0.06430,0,4.380000,0.110000,-0.110000,0,,,,
3350,K2-38 c,K2-38,K2-38 c,0,CONFIRMED,10.56104000000,0.00059000000,-0.00059000000,0,,,,,2.18000000,0.15000000,-0.06000000,0,131.0000,32.0000,-28.0000,0,862.00,48.00,-50.00,0,,,,,,,,,,,,,5679.00,100.00,-100.00,0,0.924000,0.036000,-0.036000,0,1.040000,0.050000,-0.050000,0,,,,,4.320000,0.083000,-0.083000,0,,,,
3351,K2-38 c,K2-38,K2-38 c,0,CONFIRMED,10.56103000000,0.00090000000,-0.00090000000,0,0.0959000000,0.0022000000,-0.0022000000,0,2.49000000,0.22000000,-0.22000000,0,135.3000,9.5000,-9.5000,0,949.00,16.00,-16.00,0,,,,,,,,,,,,,5705.00,66.00,-66.00,0,1.141000,0.012000,-0.012000,0,1.054000,0.070000,-0.063000,0,,,,,,,,,,,,
3352,K2-38 c,K2-38,K2-38 c,0,CONFIRMED,10.56103000000,0.00090000000,-0.00090000000,0,0.0964000000,0.0016000000,-0.0016000000,0,2.42000000,0.29000000,-0.29000000,0,128.3000,22.1000,-22.1000,0,858.00,37.00,-37.00,0,,,,,2.5330000,0.3120000,-0.1440000,0,0.02004000,0.00236000,-0.00135000,0,5757.00,60.00,-60.00,0,1.100000,0.090000,-0.090000,0,1.070000,0.050000,-0.050000,0,,,,,4.350000,0.080000,-0.080000,0,,,,
3353,K2-38 c,K2-38,K2-38 c,0,CONFIRMED,10.56098000000,0.00081000000,-0.00081000000,0,0.0967000000,0.0012000000,-0.0012000000,0,2.41000000,0.27000000,-0.27000000,0,132.0000,25.0000,-25.0000,0,,,,,,,,,2.3800000,0.1000000,-0.1000000,0,0.01950000,0.00140000,-0.00140000,0,5758.00,92.00,-92.00,0,1.120000,0.100000,-0.100000,0,1.080000,0.040000,-0.040000,0,,,,,4.364000,0.074000,-0.074000,0,,,,
3354,K2-38 c,K2-38,K2-38 c,0,CONFIRMED,10.56131000000,0.00053000000,-0.00053000000,0,,,,,2.83000000,0.26000000,-0.76000000,0,,,,,,,,,0.04840000,0.00230000,-0.00230000,0,2.6400000,0.1200000,-0.2640000,0,0.02090000,0.00180000,-0.00550000,0,,,,,1.241000,0.038000,-0.060000,0,,,,,,,,,,,,,,,,
3355,K2-380 b,K2-380,K2-380 b,0,CONFIRMED,9.40172000000,0.00048000000,-0.00046000000,0,,,,,1.96000000,0.29000000,-0.41000000,0,,,,,,,,,0.02750000,0.00140000,-0.00150000,0,2.1120000,0.1200000,-0.1440000,0,0.01600000,0.00100000,-0.00210000,0,,,,,1.130000,0.150000,-0.190000,0,,,,,,,,,,,,,,,,
3356,K2-380 b,K2-380,K2-380 b,1,CONFIRMED,9.40131200000,0.00046900000,-0.00050600000,0,,,,,2.72900000,0.18600000,-0.17600000,0,,,,,,,,,,,,,,,,,0.01890000,0.00100000,-0.00100000,0,5911.00,138.00,-138.00,0,1.320000,0.078000,-0.072000,0,0.993000,0.416000,-0.302000,0,,,,,4.194000,0.150000,-0.150000,0,,,,
3357,K2-381 b,K2-381,K2-381 b,1,CONFIRMED,7.93893340000,0.00059600000,-0.00059200000,0,,,,,1.07500000,0.14200000,-0.10400000,0,,,,,,,,,,,,,,,,,0.01460000,0.00100000,-0.00200000,0,4473.00,138.00,-138.00,0,0.675000,0.052000,-0.047000,0,0.754000,0.337000,-0.239000,0,,,,,4.653000,0.150000,-0.150000,0,,,,
3358,K2-381 b,K2-381,K2-381 b,0,CONFIRMED,7.93925600000,0.00079700000,-0.00080000000,0,,,,,1.08322371,0.93660581,-0.12834950,0,,,,,,,,,,,,,,,,,0.01538100,0.01329000,-0.00176700,0,4661.00,50.00,-50.00,0,0.645652,0.021194,-0.018782,0,,,,,,,,,4.660000,0.100000,-0.100000,0,,,,
3359,K2-381 b,K2-381,K2-381 b,0,CONFIRMED,7.93880000000,0.00110000000,-0.00110000000,0,,,,,0.94000000,0.13000000,-0.24000000,0,,,,,,,,,0.02090000,0.00280000,-0.00290000,0,1.4640000,0.2160000,-0.2880000,0,0.01390000,0.00160000,-0.00350000,0,,,,,0.616000,0.049000,-0.038000,0,,,,,,,,,,,,,,,,
3360,K2-381 c,K2-381,K2-381 c,0,CONFIRMED,16.03505400000,0.00079800000,-0.00081400000,0,,,,,2.05816745,0.57271541,-0.25467259,0,,,,,,,,,,,,,,,,,0.02922500,0.00807500,-0.00351500,0,4661.00,50.00,-50.00,0,0.645652,0.021194,-0.018782,0,,,,,,,,,4.660000,0.100000,-0.100000,0,,,,
3361,K2-381 c,K2-381,K2-381 c,0,CONFIRMED,16.03820000000,0.00180000000,-0.00260000000,0,,,,,,,,,,,,,,,,,,,,,,,,,0.02830000,0.00170000,-0.00160000,0,4710.00,,,0,0.620000,0.020000,-0.030000,0,,,,,,,,,,,,,,,,
3362,K2-381 c,K2-381,K2-381 c,0,CONFIRMED,16.03847400000,0.00297500000,-0.00305700000,0,,,,,2.00000000,0.40000000,-0.30000000,0,,,,,,,,,,,,,3.0696000,0.2208000,-0.1992000,0,0.02600000,0.00310000,-0.00150000,0,,,,,0.700000,,,0,,,,,,,,,,,,,,,,
3363,K2-381 c,K2-381,K2-381 c,1,CONFIRMED,16.03465600000,0.00184400000,-0.00157200000,0,,,,,2.00000000,0.18400000,-0.14800000,0,,,,,,,,,,,,,,,,,0.02710000,0.00100000,-0.00100000,0,4473.00,138.00,-138.00,0,0.675000,0.052000,-0.047000,0,0.754000,0.337000,-0.239000,0,,,,,4.653000,0.150000,-0.150000,0,,,,
3364,K2-381 c,K2-381,K2-381 c,0,CONFIRMED,16.03430000000,0.00070000000,-0.00071000000,0,,,,,2.05000000,0.33000000,-0.48000000,0,,,,,,,,,0.09470000,0.00280000,-0.00290000,0,3.1440000,0.1680000,-0.2640000,0,0.03060000,0.00420000,-0.00690000,0,,,,,0.616000,0.049000,-0.038000,0,,,,,,,,,,,,,,,,
3365,K2-381 d,K2-381,K2-381 d,0,CONFIRMED,26.80540000000,0.00170000000,-0.00170000000,0,,,,,1.48000000,0.15000000,-0.19000000,0,,,,,,,,,0.05220000,0.00260000,-0.00260000,0,2.9280000,0.1440000,-0.1680000,0,0.02210000,0.00140000,-0.00250000,0,,,,,0.616000,0.049000,-0.038000,0,,,,,,,,,,,,,,,,
3366,K2-381 d,K2-381,K2-381 d,0,CONFIRMED,26.80499800000,0.00244100000,-0.00240300000,0,,,,,1.53157981,0.27878401,-0.12834577,0,,,,,,,,,,,,,,,,,0.02174800,0.00389400,-0.00170900,0,4661.00,50.00,-50.00,0,0.645652,0.021194,-0.018782,0,,,,,,,,,4.660000,0.100000,-0.100000,0,,,,
3367,K2-381 d,K2-381,K2-381 d,1,CONFIRMED,26.80302300000,0.00277500000,-0.00304800000,0,,,,,1.68900000,0.18000000,-0.13900000,0,,,,,,,,,,,,,,,,,0.02290000,0.00200000,-0.00100000,0,4473.00,138.00,-138.00,0,0.675000,0.052000,-0.047000,0,0.754000,0.337000,-0.239000,0,,,,,4.653000,0.150000,-0.150000,0,,,,
3368,K2-382 b,K2-382,K2-382 b,0,CONFIRMED,21.70000000000,0.00160000000,-0.00140000000,0,,,,,2.38000000,0.25000000,-0.45000000,0,,,,,,,,,0.07890000,0.00310000,-0.00320000,0,4.1040000,0.2160000,-0.2880000,0,0.02680000,0.00200000,-0.00450000,0,,,,,0.811000,0.062000,-0.073000,0,,,,,,,,,,,,,,,,
3369,K2-382 b,K2-382,K2-382 b,0,CONFIRMED,21.69761900000,0.00231200000,-0.00221300000,0,,,,,2.77059123,6.14818538,-0.56747845,0,,,,,,,,,,,,,,,,,0.02880700,0.06391300,-0.00582900,0,5570.00,50.00,-50.00,0,0.881760,0.037547,-0.027891,0,,,,,,,,,4.610000,0.100000,-0.100000,0,,,,
3370,K2-382 b,K2-382,K2-382 b,1,CONFIRMED,21.70015600000,0.00202100000,-0.00191500000,0,,,,,2.07200000,0.15200000,-0.13300000,0,,,,,,,,,,,,,,,,,0.02340000,0.00100000,-0.00100000,0,5452.00,138.00,-138.00,0,0.811000,0.053000,-0.047000,0,0.922000,0.401000,-0.284000,0,,,,,4.585000,0.150000,-0.150000,0,,,,
3371,K2-383 b,K2-383,K2-383 b,0,CONFIRMED,1.86602500000,0.00006800000,-0.00006600000,0,,,,,1.75000000,0.16000000,-0.32000000,0,,,,,,,,,0.03830000,0.00160000,-0.00170000,0,1.9632000,0.0888000,-0.1104000,0,0.01830000,0.00130000,-0.00310000,0,,,,,0.878000,0.049000,-0.060000,0,,,,,,,,,,,,,,,,
3372,K2-383 b,K2-383,K2-383 b,0,CONFIRMED,1.86597900000,0.00011700000,-0.00012000000,0,,,,,1.85861238,0.29542332,-0.14298687,0,,,,,,,,,,,,,,,,,0.02065100,0.00321000,-0.00151700,0,5231.00,50.00,-50.00,0,0.825125,0.027403,-0.018855,0,,,,,,,,,4.680000,0.100000,-0.100000,0,,,,
3373,K2-383 b,K2-383,K2-383 b,1,CONFIRMED,1.86596200000,0.00008500000,-0.00006800000,0,,,,,1.56400000,0.11800000,-0.10600000,0,,,,,,,,,,,,,,,,,0.01780000,0.00100000,0.00000000,0,5129.00,138.00,-138.00,0,0.804000,0.055000,-0.051000,0,1.061000,0.459000,-0.327000,0,,,,,4.655000,0.150000,-0.150000,0,,,,
3374,K2-384 b,K2-384,K2-384 b,1,CONFIRMED,2.23152700000,0.00019400000,-0.00032500000,0,,,,,1.07600000,0.23200000,-0.06000000,0,,,,,,,,,,,,,,,,,0.02840000,0.00300000,-0.01200000,0,3623.00,138.00,-138.00,0,0.348000,0.011000,-0.010000,0,0.330000,0.009000,-0.009000,0,,,,,4.874000,0.028000,-0.028000,0,,,,
3375,K2-384 c,K2-384,K2-384 c,0,CONFIRMED,4.19525000000,0.00034000000,-0.00033000000,0,,,,,1.05000000,0.23000000,-0.35000000,0,,,,,,,,,0.14600000,0.01500000,-0.01700000,0,1.2720000,0.1680000,-0.2400000,0,0.03730000,0.00400000,-0.01160000,0,,,,,0.257000,0.049000,-0.032000,0,,,,,,,,,,,,,,,,
3376,K2-384 c,K2-384,K2-384 c,1,CONFIRMED,4.19476600000,0.00030900000,-0.00018900000,0,,,,,1.19100000,0.05300000,-0.07500000,0,,,,,,,,,,,,,,,,,0.03140000,0.00300000,-0.00200000,0,3623.00,138.00,-138.00,0,0.348000,0.011000,-0.010000,0,0.330000,0.009000,-0.009000,0,,,,,4.874000,0.028000,-0.028000,0,,,,
3377,K2-384 d,K2-384,K2-384 d,1,CONFIRMED,6.67958200000,0.00071900000,-0.00049800000,0,,,,,1.39200000,0.11800000,-0.07500000,0,,,,,,,,,,,,,,,,,0.03670000,0.00300000,-0.00200000,0,3623.00,138.00,-138.00,0,0.348000,0.011000,-0.010000,0,0.330000,0.009000,-0.009000,0,,,,,4.874000,0.028000,-0.028000,0,,,,
3378,K2-384 d,K2-384,K2-384 d,0,CONFIRMED,6.67910000000,0.00049000000,-0.00049000000,0,,,,,1.10000000,0.23000000,-0.22000000,0,,,,,,,,,0.16900000,0.01300000,-0.01400000,0,1.5120000,0.1200000,-0.1680000,0,0.03930000,0.00320000,-0.00620000,0,,,,,0.257000,0.049000,-0.032000,0,,,,,,,,,,,,,,,,
