# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct  3 16:09:29 2025
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_ror_err1:   Planet-Star Radius Ratio Upper Unc.
# COLUMN koi_ror_err2:   Planet-Star Radius Ratio Lower Unc.
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_srho_err1:  Fitted Stellar Density Upper Unc. [g/cm**3]
# COLUMN koi_srho_err2:  Fitted Stellar Density Lower Unc. [g/cm**3]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
#
loc_rowid,kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
7792,9334490,K07161.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,18.844971130,3.4570000e-05,-3.4570000e-05,4.94420,0.08650,-0.08650,4.1434e+03,6.630e+01,-6.630e+01,0.070473,7.140000e-04,-1.238000e-03,0.26757,0.02015,-0.03348,5.35,5.700e-01,-5.100e-01,0.1211,,,552.0,,,21.89,8.64,-6.02,5220.00,173.00,-157.00,4.578,0.084,-0.056,0.6950,0.0740,-0.0660,0.6650,0.0840,-0.0340
7793,9340411,K07162.01,CANDIDATE,CANDIDATE,0.9790,5.158131700,1.1110000e-04,-1.1110000e-04,7.77300,0.57300,-0.57300,3.7900e+01,3.500e+00,-3.500e+00,0.005502,3.780000e-04,-2.600000e-04,0.09587,0.00479,-0.05341,2.02,4.000e-01,-5.000e-01,0.0643,,,1642.0,,,1720.62,983.70,-840.06,5155.00,116.00,-142.00,3.511,0.192,-0.157,3.3550,0.6680,-0.8170,1.3310,0.1470,-0.3430
7794,9344623,K07163.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,14.759477667,1.0700000e-06,-1.0700000e-06,9.77460,0.00312,-0.00312,3.5747e+05,9.720e+01,-9.720e+01,0.630297,1.551000e-03,-1.762000e-03,0.48086,0.00009,-0.00163,76.06,2.333e+01,-9.370e+00,0.1230,,,862.0,,,130.69,114.92,-41.85,6522.00,158.00,-198.00,4.407,0.065,-0.208,1.1050,0.3390,-0.1360,1.1350,0.1650,-0.1500
7795,9353182,K07164.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,10.476258265,2.8800000e-07,-2.8800000e-07,7.77203,0.00138,-0.00138,1.2021e+05,1.750e+01,-1.750e+01,0.322717,1.540000e-04,-2.800000e-05,0.40061,0.00117,-0.00360,54.13,1.195e+01,-1.459e+01,0.0961,,,1077.0,,,318.44,210.12,-168.29,6109.00,167.00,-186.00,4.097,0.228,-0.123,1.5360,0.3390,-0.4140,1.0760,0.1750,-0.1430
7796,9357275,K07165.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.588298157,1.8100000e-07,-1.8100000e-07,4.37027,0.00538,-0.00538,1.6503e+05,1.460e+02,-1.460e+02,0.524793,9.404000e-03,-1.044700e-02,0.37447,0.00124,-0.00514,120.00,3.020e+01,-3.020e+01,0.0318,,,2773.0,,,13941.82,10787.08,-7268.88,7742.00,244.00,-298.00,4.024,0.187,-0.153,2.0940,0.5270,-0.5270,1.6870,0.1960,-0.2700
7797,9357375,K07166.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.588262630,1.8160000e-05,-1.8160000e-05,2.65500,0.31600,-0.31600,7.8900e+01,1.100e+01,-1.100e+01,0.007940,6.780000e-04,-6.650000e-04,0.75056,6.00094,-0.49188,0.47,3.000e-02,-3.000e-02,0.0220,,,862.0,,,130.67,28.35,-25.50,3931.00,78.00,-78.00,4.717,0.030,-0.030,0.5440,0.0330,-0.0360,0.5640,0.0350,-0.0420
7798,9392702,K07167.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.909314318,6.5600000e-07,-6.5600000e-07,5.36124,0.00585,-0.00585,9.7123e+04,9.740e+01,-9.740e+01,0.340794,6.582000e-03,-1.556000e-03,0.29105,0.00350,-0.00298,42.54,1.302e+01,-6.520e+00,0.0493,,,1364.0,,,819.78,733.88,-298.33,6425.00,171.00,-190.00,4.341,0.101,-0.188,1.1430,0.3500,-0.1750,1.0400,0.1710,-0.1140
7799,9394920,K07168.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.383858220,,,1.00000,,,,,,,,,0.01110,0.00009,-0.00023,,,,,,,,,,234049.39,56956.46,-156186.97,,,,,,,,,,,,
7800,8524110,K07891.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.797089750,1.1020000e-05,-1.1020000e-05,3.30100,0.40100,-0.40100,1.9300e+01,2.500e+00,-2.500e+00,0.004151,1.580000e-04,-4.710000e-04,0.15568,0.06021,-0.07397,0.54,1.600e-01,-1.300e-01,0.0167,,,2262.0,,,6174.20,5209.90,-2980.47,6056.00,163.00,-181.00,4.271,0.185,-0.185,1.1960,0.3440,-0.2820,0.9750,0.1560,-0.1170
7801,10163067,K07291.01,CANDIDATE,CANDIDATE,0.9830,25.913667400,5.8820000e-04,-5.8820000e-04,10.49800,0.30600,-0.30600,1.0970e+02,7.600e+00,-7.600e+00,0.013137,8.100000e-04,-3.771000e-03,0.00306,0.35804,-0.00321,3.37,6.000e-01,-1.210e+00,0.1861,,,966.0,,,205.72,117.18,-130.12,6167.00,189.00,-170.00,3.804,0.293,-0.098,2.3460,0.4210,-0.8420,1.2790,0.2350,-0.2590
7802,10164018,K07292.01,FALSE POSITIVE,FALSE POSITIVE,0.0010,8.541241100,1.2670000e-04,-1.2670000e-04,3.65400,0.38500,-0.38500,2.9880e+02,3.490e+01,-3.490e+01,0.017495,3.880000e-03,-1.961000e-03,0.38587,1.57632,-0.35875,1.40,2.900e-01,-1.000e-01,0.0761,,,767.0,,,81.55,52.01,-18.88,5602.00,168.00,-168.00,4.614,0.032,-0.136,0.7320,0.1510,-0.0500,0.8320,0.0790,-0.0970
7803,10189523,K07293.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.013922622,7.0300000e-07,-7.0300000e-07,1.63930,0.03300,-0.03300,3.4957e+04,5.070e+02,-5.070e+02,0.452671,6.840060e+00,-8.281500e-02,1.37582,38.90028,-0.13699,31.98,3.070e+00,-2.820e+00,0.0170,,,1392.0,,,883.90,325.05,-233.04,5110.00,169.00,-153.00,4.618,0.066,-0.044,0.6470,0.0620,-0.0570,0.6320,0.0690,-0.0280
7804,10198109,K07294.01,FALSE POSITIVE,FALSE POSITIVE,0.0010,17.918743061,4.9000000e-07,-4.9000000e-07,4.36387,0.00174,-0.00174,1.1836e+05,2.860e+01,-2.860e+01,0.319873,5.450000e-04,-1.450000e-04,3.95658,0.06867,-0.11474,56.94,2.256e+01,-3.385e+01,0.1232,,,942.0,,,186.00,224.30,-158.69,5870.00,184.00,-164.00,3.903,0.705,-0.235,1.6300,0.6460,-0.9690,0.7750,0.0700,-0.0700
7805,10208759,K07295.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.287515702,2.1800000e-07,-2.1800000e-07,10.08790,0.00572,-0.00572,3.5858e+05,1.950e+02,-1.950e+02,0.571184,2.420000e-04,-2.700000e-04,0.08190,0.00011,-0.00016,86.76,2.919e+01,-1.042e+01,0.0383,,,1801.0,,,2484.21,2404.08,-840.48,6773.00,166.00,-261.00,4.306,0.056,-0.210,1.3910,0.4680,-0.1670,1.4270,0.1810,-0.2010
7806,10214328,K07296.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,659.290700000,1.1970000e-02,-1.1970000e-02,22.10600,0.89500,-0.89500,3.3810e+02,1.730e+01,-1.730e+01,0.023224,3.253850e-01,-4.364000e-03,0.01230,0.04062,-0.00647,4.66,3.100e-01,-3.200e-01,1.6519,,,322.0,,,2.53,0.50,-0.43,6917.00,83.00,-83.00,4.050,0.018,-0.018,1.8370,0.1240,-0.1240,1.3830,0.1920,-0.1750
7807,10215422,K07297.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,24.847087207,7.5100000e-07,-7.5100000e-07,7.28274,0.00088,-0.00088,3.1767e+05,6.290e+01,-6.290e+01,0.561719,2.140000e-03,-3.830000e-04,1.73473,0.00154,-0.00421,52.38,1.430e+01,-4.780e+00,0.1636,,,569.0,,,24.75,20.36,-6.43,5644.00,169.00,-152.00,4.550,0.035,-0.196,0.8540,0.2330,-0.0780,0.9430,0.0950,-0.1040
7808,10257903,K07298.01,FALSE POSITIVE,FALSE POSITIVE,,0.855747310,,,2.01000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7809,10258558,K07299.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,20.867855659,1.1740000e-06,-1.1740000e-06,5.73122,0.00230,-0.00230,8.2601e+04,2.110e+01,-2.110e+01,0.482449,1.987200e-02,-2.766400e-02,1.09064,0.00434,-0.01798,53.53,1.480e+01,-9.120e+00,0.1433,,,716.0,,,62.09,50.50,-24.28,6095.00,165.00,-184.00,4.378,0.144,-0.192,1.0160,0.2810,-0.1730,0.9000,0.1170,-0.0870
7810,11240948,K07425.01,FALSE POSITIVE,FALSE POSITIVE,0.1360,3.401949837,5.4420000e-06,-5.4420000e-06,16.57970,0.08990,-0.08990,2.4770e+03,1.290e+01,-1.290e+01,0.060438,1.179000e-03,-1.571000e-03,0.00301,0.00002,-0.00003,14.32,2.960e+00,-4.440e+00,0.0493,,,2076.0,,,4391.35,2730.29,-2565.99,7094.00,193.00,-236.00,3.905,0.277,-0.092,2.1700,0.4490,-0.6730,1.3790,0.1930,-0.2360
7811,11241560,K07426.01,CANDIDATE,CANDIDATE,1.0000,6.961973040,7.9330000e-05,-7.9330000e-05,2.80600,0.26400,-0.26400,1.5130e+02,2.040e+01,-2.040e+01,0.010933,9.080000e-04,-9.370000e-04,2.70544,0.59767,-1.66454,0.97,1.000e-01,-1.000e-01,0.0656,,,778.0,,,86.68,30.80,-25.51,5008.00,151.00,-151.00,4.506,0.093,-0.085,0.8140,0.0790,-0.0870,0.7750,0.0850,-0.0570
7812,11244571,K07427.01,CANDIDATE,CANDIDATE,0.8510,7.893532400,1.9060000e-04,-1.9060000e-04,3.44400,0.60200,-0.60200,4.7600e+01,5.600e+00,-5.600e+00,0.006404,2.900000e-04,-5.840000e-04,1.44277,0.02302,-1.00645,0.78,2.200e-01,-1.300e-01,0.0775,,,1052.0,,,289.79,250.64,-110.32,6306.00,170.00,-207.00,4.346,0.108,-0.186,1.1090,0.3270,-0.1760,0.9910,0.1590,-0.1060
7813,11250867,K07428.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.252822538,1.3400000e-07,-1.3400000e-07,3.41062,0.00162,-0.00162,2.6985e+05,9.220e+01,-9.220e+01,0.554622,2.283600e-02,-6.889000e-03,1.42955,0.00353,-0.02302,57.60,1.502e+01,-8.120e+00,0.0324,,,1462.0,,,1078.82,827.50,-373.23,6116.00,164.00,-182.00,4.431,0.105,-0.180,0.9510,0.2480,-0.1340,0.8880,0.1090,-0.0790
7814,11251058,K07429.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.252848170,2.7550000e-05,-2.7550000e-05,3.06900,0.55700,-0.55700,6.0000e+01,8.500e+00,-8.500e+00,0.051553,5.982812e+00,-3.745400e-02,0.00810,1.55441,-0.00247,8.61,1.430e+00,-1.070e+00,0.0371,,,1940.0,,,3351.24,1396.92,-919.63,6850.00,71.00,-92.00,4.196,0.080,-0.120,1.5300,0.2540,-0.1910,1.3500,0.0920,-0.0920
7815,11282568,K07430.01,CANDIDATE,CANDIDATE,1.0000,1.320499473,5.7820000e-06,-5.7820000e-06,1.18400,0.13900,-0.13900,2.0400e+02,2.230e+01,-2.230e+01,0.012893,1.124000e-03,-6.250000e-04,6.80098,3.30350,-3.89134,18.94,3.990e+00,-9.980e+00,0.0349,,,4477.0,,,95168.65,56930.15,-78336.29,5172.00,113.00,-296.00,2.693,0.252,-0.147,13.4540,2.8350,-7.0880,3.2570,0.2220,-1.9990
7816,11285625,K07431.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,5.395255730,6.8130000e-06,-6.8130000e-06,7.83770,0.05680,-0.05680,1.0424e+05,6.890e+02,-6.890e+02,0.498842,1.616020e-01,-1.312760e-01,0.13987,0.01706,-0.00890,152.74,2.773e+01,-6.466e+01,0.0716,,,1992.0,,,3721.55,2077.25,-2647.35,7216.00,201.00,-251.00,3.768,0.392,-0.098,2.8040,0.5090,-1.1870,1.6820,0.1860,-0.3450
7817,11286311,K07432.01,CANDIDATE,CANDIDATE,0.6350,13.153840900,5.2670000e-04,-5.2670000e-04,11.56000,1.10000,-1.10000,1.0460e+02,1.200e+01,-1.200e+01,0.009369,5.450000e-04,-7.250000e-04,0.05853,0.03918,-0.02257,1.03,3.100e-01,-1.800e-01,0.1033,,,750.0,,,74.80,67.02,-29.60,5443.00,164.00,-164.00,4.360,0.175,-0.214,1.0080,0.3000,-0.1750,0.8480,0.1100,-0.0640
7818,4732015,K05076.02,FALSE POSITIVE,FALSE POSITIVE,,0.939740093,1.0510000e-06,-1.0510000e-06,3.68200,0.41300,-0.41300,1.0650e+02,1.340e+01,-1.340e+01,0.009540,9.960000e-04,-7.180000e-04,0.00376,0.00494,-0.00276,34.87,9.240e+00,-1.358e+01,0.0232,,,7200.0,,,635197.09,498644.54,-424497.64,4297.00,119.00,-123.00,1.663,0.308,-0.308,33.4740,8.8710,-13.0420,1.8830,0.9220,-0.8510
7819,8043638,K00460.02,CANDIDATE,CANDIDATE,,36.048479800,9.4480000e-04,-9.4480000e-04,5.76300,0.83400,-0.83400,1.2760e+02,2.010e+01,-2.010e+01,0.010290,1.004000e-03,-8.420000e-04,1.43480,0.63811,-1.40221,1.24,4.300e-01,-2.100e-01,0.2096,,,566.0,,,24.28,25.58,-9.10,5602.00,164.00,-152.00,4.330,0.147,-0.147,1.1000,0.3880,-0.1810,0.9440,0.1130,-0.0710
7820,11176166,K05875.02,CANDIDATE,CANDIDATE,0.0360,4.274260500,1.2080000e-04,-1.2080000e-04,2.68700,0.17500,-0.17500,2.6380e+02,2.650e+01,-2.650e+01,0.015001,8.610000e-04,-8.850000e-04,1.92782,0.32054,-0.88684,1.88,5.900e-01,-2.500e-01,0.0533,,,1326.0,,,730.69,662.25,-263.64,6477.00,159.00,-250.00,4.361,0.087,-0.203,1.1480,0.3620,-0.1550,1.1020,0.1700,-0.1390
7821,9214712,K06064.02,FALSE POSITIVE,FALSE POSITIVE,0.0000,265.299451000,1.0950000e-03,-1.0950000e-03,4.56300,0.30400,-0.30400,4.9460e+03,1.770e+02,-1.770e+02,0.075359,1.480000e-04,-1.115500e-02,5.56265,22.23965,-2.51213,7.10,1.850e+00,-6.200e-01,0.7968,,,270.0,,,1.25,0.93,-0.33,5873.00,139.00,-174.00,4.547,0.033,-0.187,0.8630,0.2250,-0.0750,0.9540,0.1070,-0.1190
7822,9214715,K06065.02,FALSE POSITIVE,FALSE POSITIVE,0.0000,265.310499000,3.5270000e-03,-3.5270000e-03,4.01300,0.24300,-0.24300,1.5300e+03,1.470e+02,-1.470e+02,0.043088,7.235000e-03,-8.064000e-03,4.43507,56.32217,-3.44746,4.69,1.470e+00,-4.900e-01,0.8276,,,296.0,,,1.81,1.66,-0.56,6108.00,165.00,-220.00,4.471,0.052,-0.208,0.9970,0.3120,-0.1040,1.0720,0.1330,-0.1480
7823,7838906,K06165.02,FALSE POSITIVE,FALSE POSITIVE,0.0010,35.426182700,7.3490000e-04,-7.3490000e-04,4.39300,0.68000,-0.68000,3.1760e+02,5.220e+01,-5.220e+01,0.039437,1.589100e-02,-2.562500e-02,0.06789,11.30352,-0.02256,153.72,5.880e+00,-3.329e+01,0.2599,,,2217.0,,,5712.61,1008.87,-2570.75,4289.00,95.00,-116.00,1.603,0.033,-0.027,35.6950,1.3640,-7.7310,1.8630,0.0890,-0.7130
7824,1026032,K06252.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,8.460438928,6.2900000e-07,-6.2900000e-07,4.73492,0.00252,-0.00252,7.6413e+04,3.280e+01,-3.280e+01,0.477640,1.350800e-02,-6.732000e-03,0.73874,0.00021,-0.00735,36.62,6.360e+00,-2.140e+00,0.0749,,,804.0,,,98.60,52.46,-21.18,5951.00,160.00,-178.00,4.638,0.032,-0.128,0.7020,0.1220,-0.0410,0.7960,0.0490,-0.0740
7825,1293379,K06253.01,CANDIDATE,CANDIDATE,,27.556452000,2.9280000e-03,-2.9280000e-03,8.23000,1.80000,-1.80000,2.8920e+02,5.540e+01,-5.540e+01,0.015347,9.130000e-04,-2.548000e-03,0.42381,0.32042,-0.36390,1.40,5.400e-01,-1.000e-01,0.1748,,,531.0,,,18.86,22.40,-4.48,5509.00,184.00,-162.00,4.565,0.024,-0.024,0.8360,0.3220,-0.0610,0.9370,0.0780,-0.0890
7826,3973504,K06377.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,4.318726936,8.6800000e-07,-8.6800000e-07,2.67349,0.00993,-0.00993,5.9429e+04,1.810e+02,-1.810e+02,0.297295,3.232230e-01,-3.143400e-02,1.73400,0.11135,-0.14080,29.74,9.150e+00,-3.050e+00,0.0521,,,1091.0,,,334.31,308.93,-98.65,5896.00,176.00,-193.00,4.518,0.050,-0.213,0.9160,0.2820,-0.0940,1.0080,0.1240,-0.1240
7827,4042088,K06378.01,FALSE POSITIVE,FALSE POSITIVE,,3.225986840,,,1.67000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7828,4055092,K06379.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,76.453158130,7.9820000e-05,-7.9820000e-05,5.18220,0.04320,-0.04320,9.6622e+03,7.580e+01,-7.580e+01,0.388134,5.540170e-01,-1.659080e-01,0.91290,0.30067,-0.09448,22.89,1.100e+00,-1.490e+00,0.2889,,,291.0,,,1.70,0.40,-0.40,4831.00,144.00,-158.00,4.713,0.049,-0.025,0.5400,0.0260,-0.0350,0.5480,0.0360,-0.0220
7829,4067549,K06380.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,7.698431197,1.2050000e-06,-1.2050000e-06,5.43677,0.00677,-0.00677,4.2549e+04,5.030e+01,-5.030e+01,0.446583,3.099800e-02,-3.763900e-02,0.28133,0.00270,-0.00550,42.72,1.214e+01,-4.050e+00,0.0738,,,878.0,,,140.16,116.84,-38.39,5774.00,155.00,-172.00,4.508,0.062,-0.188,0.8760,0.2490,-0.0830,0.9030,0.1100,-0.0900
7830,4069063,K06381.01,FALSE POSITIVE,FALSE POSITIVE,,0.504296702,1.3600000e-07,-1.3600000e-07,1.41450,0.03770,-0.03770,5.9954e+03,4.970e+01,-4.970e+01,0.388885,3.145000e-02,-2.785380e-01,0.51810,0.02168,-0.10110,50.41,1.669e+01,-1.045e+01,0.0120,,,2694.0,,,12445.73,12088.67,-5492.41,6140.00,166.00,-178.00,4.243,0.204,-0.204,1.1870,0.3930,-0.2460,0.8990,0.1360,-0.0860
7831,4069213,K06382.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,5.194256813,4.1600000e-07,-4.1600000e-07,7.25775,0.00373,-0.00373,3.8851e+04,1.990e+01,-1.990e+01,0.183373,2.480000e-04,-2.110000e-04,0.16525,0.00033,-0.00423,41.77,5.670e+00,-1.053e+01,0.0632,,,1546.0,,,1349.96,497.38,-630.47,6100.00,91.00,-73.00,3.895,0.196,-0.084,2.0860,0.2830,-0.5260,1.2440,0.1600,-0.1600
7832,4075064,K06383.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,61.422526570,7.3210000e-06,-7.3210000e-06,3.76585,0.00529,-0.00529,3.3754e+05,3.600e+02,-3.600e+02,0.612716,6.672000e-03,-8.925000e-03,33.21626,1.00290,-0.44538,41.01,4.690e+00,-2.340e+00,0.2663,,,326.0,,,2.66,1.05,-0.56,4867.00,145.00,-145.00,4.687,0.025,-0.065,0.6130,0.0700,-0.0350,0.6650,0.0660,-0.0540
7833,4076061,K06384.01,CANDIDATE,CANDIDATE,,566.281760000,3.4690000e-02,-3.4690000e-02,20.39000,1.50000,-1.50000,1.2000e+03,1.520e+02,-1.520e+02,0.031803,2.396000e-03,-2.171000e-03,0.58240,0.22655,-0.26132,2.79,1.070e+00,-2.200e-01,1.2853,,,203.0,,,0.40,0.48,-0.10,5829.00,193.00,-175.00,4.575,0.031,-0.031,0.8020,0.3090,-0.0610,0.8790,0.1060,-0.0890
7834,4076952,K06385.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,9.761172507,9.2300000e-07,-9.2300000e-07,11.40070,0.00522,-0.00522,2.0587e+05,8.100e+01,-8.100e+01,0.427376,1.340000e-04,-1.290000e-04,0.14985,0.00002,-0.00063,95.58,2.268e+01,-4.214e+01,0.0949,,,1325.0,,,729.48,517.66,-534.72,6468.00,181.00,-250.00,3.893,0.428,-0.114,2.0480,0.4860,-0.9030,1.1960,0.1810,-0.2210
7835,5036530,K06503.02,FALSE POSITIVE,FALSE POSITIVE,,1.365138390,,,1.86000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7836,5036538,K06504.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.061008464,8.3000000e-08,-8.3000000e-08,2.80290,0.00210,-0.00210,4.0877e+05,2.200e+02,-2.200e+02,0.657162,4.372000e-03,-7.941000e-03,1.75206,0.04518,-0.03781,32.58,2.800e+00,-5.170e+00,0.0158,,,1002.0,,,238.59,73.69,-92.34,4239.00,112.00,-150.00,4.793,0.091,-0.039,0.4540,0.0390,-0.0720,0.4660,0.0360,-0.0540
7837,5038469,K06505.01,FALSE POSITIVE,FALSE POSITIVE,,1.368401670,,,4.58000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7838,5039687,K06506.01,FALSE POSITIVE,FALSE POSITIVE,,5.895706900,2.5800000e-04,-2.5800000e-04,56.84000,5.20000,-5.20000,1.2970e+02,9.300e+00,-9.300e+00,0.317724,2.653600e-02,-8.129800e-02,0.00124,0.00005,-0.00024,32.41,1.332e+01,-2.850e+00,0.0642,,,1002.0,,,238.37,287.32,-63.30,5956.00,154.00,-183.00,4.504,0.040,-0.040,0.9340,0.3840,-0.0820,1.0170,0.1320,-0.1280
7839,5042785,K06507.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.674737790,,,5.67000,,,,,,,,,0.38524,0.76390,-0.37571,,,,,,,,,,16598.34,14831.23,-10024.09,,,,,,,,,,,,
7840,5078879,K06508.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.039370613,2.2300000e-07,-2.2300000e-07,1.07130,0.01310,-0.01310,7.4360e+02,2.700e+00,-2.700e+00,0.036768,4.365000e-02,-3.800000e-03,0.37244,0.01312,-0.13377,12.60,2.030e+00,-5.100e+00,0.0229,,,3320.0,,,28690.60,14463.62,-19586.35,6429.00,176.00,-176.00,3.615,0.360,-0.090,3.1370,0.5080,-1.2690,1.4790,0.2290,-0.3440
7841,5080346,K06509.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.311694250,5.5390000e-05,-5.5390000e-05,8.68900,0.46300,-0.46300,3.8400e+01,2.800e+00,-2.800e+00,0.006000,3.500000e-05,-4.990000e-04,0.01989,0.00632,-0.00619,1.76,5.400e-01,-6.700e-01,0.0461,,,3178.0,,,24113.62,22695.98,-16154.91,9451.00,302.00,-378.00,3.970,0.247,-0.180,2.6790,0.8260,-1.0090,2.4410,0.3980,-0.7380
7842,5080652,K06510.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.072177815,3.9400000e-07,-3.9400000e-07,4.54864,0.00921,-0.00921,2.9372e+05,5.870e+02,-5.870e+02,0.593703,6.615000e-03,-8.285000e-03,0.61531,0.00165,-0.00978,46.55,7.650e+00,-3.570e+00,0.0294,,,1204.0,,,495.23,259.05,-116.19,5519.00,163.00,-147.00,4.621,0.035,-0.105,0.7180,0.1180,-0.0550,0.8110,0.0730,-0.0890
7843,5894972,K06634.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.343285340,4.3750000e-05,-4.3750000e-05,27.29000,4.60000,-4.60000,1.6680e+02,7.000e+00,-7.000e+00,0.221012,1.094500e-02,-1.211070e-01,0.00306,0.00074,-0.00057,64.00,1.045e+01,-2.266e+01,0.0504,,,2094.0,,,4535.97,2293.97,-2861.36,6541.00,177.00,-197.00,3.773,0.293,-0.098,2.6520,0.4330,-0.9390,1.5190,0.2270,-0.3400
7844,5951140,K06635.01,CANDIDATE,CANDIDATE,,0.527401210,1.0160000e-05,-1.0160000e-05,4.80700,0.77600,-0.77600,1.3160e+03,4.330e+02,-4.330e+02,0.033391,1.223000e-03,-3.461000e-03,0.06427,0.00706,-0.00080,1.49,1.900e-01,-1.800e-01,0.0097,,,1027.0,,,263.23,87.78,-71.82,3582.00,52.00,-52.00,4.847,0.060,-0.060,0.4100,0.0500,-0.0500,0.4310,0.0500,-0.0500
